total_shots_home,total_shots_away,shots_on_target_ratio_home,shots_on_target_ratio_away,average_shots_on_target_distance_home,average_shots_on_target_distance_away,shots_high_xG_home,shots_high_xG_away,shots_inside_area_home,shots_inside_area_away,shots_inside_area_ratio_home,shots_inside_area_ratio_away,shots_foot_home,shots_foot_away,shots_head_home,shots_head_away,shots_other_home,shots_other_away,total_passes_home,total_passes_away,pass_success_ratio_home,pass_success_ratio_away,key_passes_home,key_passes_away,passes_needed_to_make_a_shoot_home,passes_needed_to_make_a_shoot_away,crosses_home,crosses_away,cross_success_ratio_home,cross_success_ratio_away,corners_home,corners_away,interceptions_won_home,interceptions_won_away,recoveries_home,recoveries_away,blocks_home,blocks_away,duels_won_home,duels_won_away,tackles_home,tackles_away,tackles_success_ratio_home,tackles_success_ratio_away,fouls_committed_home,fouls_committed_away,50_50_won_home,50_50_won_away,clearances_home,clearances_away,penaltys_committed_home,penaltys_committed_away,key_errors_home,key_errors_away,miscontrols_home,miscontrols_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,winning_team
12,7,0.4166666666666667,0.0,11.60161222972054,120.0,2,0,8,5,0.6666666666666666,0.7142857142857143,10,6,2,1,0,0,348,495,0.6781609195402298,0.7616161616161616,8,5,29.0,70.71428571428571,9,17,0.4444444444444444,0.11764705882352941,6,6,16,2,0,0,17,25,16,14,26,23,0.6153846153846154,0.6086956521739131,13,16,0,0,34,21,0,0,0,0,15,13,4,2,0,0,home_team
12,10,0.5833333333333334,0.2,12.053916090952143,24.6030154705728,5,1,11,5,0.9166666666666666,0.5,11,9,1,1,0,0,571,451,0.819614711033275,0.7871396895787139,10,8,47.583333333333336,45.1,12,15,0.4166666666666667,0.26666666666666666,6,4,9,8,0,0,26,20,15,15,19,21,0.7894736842105263,0.7619047619047619,13,16,1,1,13,19,0,0,3,1,11,13,0,5,0,0,home_team
8,17,0.375,0.35294117647058826,26.95384555066289,16.792998585086735,0,4,3,10,0.375,0.5882352941176471,6,14,2,3,0,0,402,594,0.6492537313432836,0.803030303030303,4,13,50.25,34.94117647058823,14,6,0.14285714285714285,0.5,6,5,10,9,1,0,28,22,14,8,19,18,0.7368421052631579,0.4444444444444444,30,7,0,0,15,25,1,0,0,0,9,12,3,4,0,0,away_team
15,10,0.2,0.5,11.47613690166069,14.60905723866028,2,4,11,7,0.7333333333333333,0.7,10,9,5,1,0,0,600,320,0.7583333333333333,0.60625,12,8,40.0,32.0,24,14,0.5,0.21428571428571427,6,2,4,14,0,1,11,35,17,17,21,26,0.8095238095238095,0.6538461538461539,19,17,0,0,21,18,1,0,0,1,19,11,4,0,0,1,away_team
21,4,0.2857142857142857,0.0,20.91498175401649,120.0,2,0,13,1,0.6190476190476191,0.25,16,3,5,1,0,0,506,478,0.7865612648221344,0.7656903765690377,14,2,24.095238095238095,119.5,11,4,0.36363636363636365,0.25,6,2,14,12,1,0,11,19,10,15,20,20,0.5,0.75,14,29,0,0,28,17,0,0,0,0,13,15,0,4,0,0,home_team
16,0,0.3125,0.0,13.12287234037117,120.0,2,0,12,0,0.75,0.0,12,0,4,0,0,0,553,353,0.8028933092224232,0.7280453257790368,14,0,34.5625,0.0,31,6,0.2903225806451613,0.0,17,0,7,7,0,1,13,21,15,14,24,27,0.625,0.5185185185185185,29,20,0,0,13,37,0,0,1,1,9,10,3,6,0,0,home_team
12,11,0.5833333333333334,0.36363636363636365,13.968374753918003,16.958100506680804,3,0,9,7,0.75,0.6363636363636364,10,8,2,3,0,0,325,416,0.6676923076923077,0.7620192307692307,9,6,27.083333333333332,37.81818181818182,20,12,0.35,0.25,7,4,6,8,2,0,20,17,10,8,23,15,0.43478260869565216,0.5333333333333333,18,20,1,0,16,22,0,0,0,0,14,17,4,6,0,0,draw
14,11,0.07142857142857142,0.45454545454545453,11.717081547894084,19.315035360610175,1,1,9,9,0.6428571428571429,0.8181818181818182,11,10,3,1,0,0,522,405,0.7739463601532567,0.7135802469135802,8,7,37.285714285714285,36.81818181818182,20,9,0.2,0.2222222222222222,7,4,11,12,0,0,16,21,8,16,12,24,0.6666666666666666,0.6666666666666666,14,15,0,0,31,40,0,0,0,1,18,11,6,6,1,0,away_team
8,10,0.625,0.5,24.47128789147438,13.389413957162109,0,4,4,7,0.5,0.7,7,10,1,0,0,0,694,356,0.829971181556196,0.6769662921348315,7,3,86.75,35.6,13,8,0.3076923076923077,0.125,6,4,7,5,0,1,11,20,11,10,18,20,0.6111111111111112,0.5,13,15,0,0,16,35,0,0,0,0,20,11,4,3,0,0,away_team
6,8,0.6666666666666666,0.25,17.4846487081271,12.165626698366436,3,2,5,4,0.8333333333333334,0.5,6,7,0,1,0,0,583,417,0.8027444253859348,0.6546762589928058,4,6,97.16666666666667,52.125,9,11,0.1111111111111111,0.36363636363636365,3,4,11,15,0,0,16,13,14,10,18,16,0.7777777777777778,0.625,17,16,0,2,50,14,0,0,0,0,15,15,3,0,0,0,home_team
10,6,0.7,0.3333333333333333,16.126763559658322,15.922527092725865,2,1,8,4,0.8,0.6666666666666666,7,5,3,1,0,0,581,331,0.7900172117039587,0.622356495468278,8,6,58.1,55.166666666666664,21,11,0.19047619047619047,0.36363636363636365,4,3,1,9,1,0,22,13,16,10,21,20,0.8095238095238095,0.5,13,21,0,0,20,22,0,0,0,0,11,10,3,3,0,0,home_team
14,8,0.35714285714285715,0.5,13.451951177648075,23.26387966067339,2,0,10,5,0.7142857142857143,0.625,10,7,4,1,0,0,401,476,0.71571072319202,0.7121848739495799,10,7,28.642857142857142,59.5,15,20,0.5333333333333333,0.05,5,4,9,14,1,0,22,19,14,15,24,24,0.5833333333333334,0.625,18,17,0,0,27,21,0,0,0,1,15,10,1,4,0,0,home_team
16,7,0.5,0.42857142857142855,17.536428132454162,17.922179992605695,1,0,8,2,0.5,0.2857142857142857,15,6,1,1,0,0,706,441,0.8994334277620396,0.81859410430839,9,5,44.125,63.0,14,5,0.42857142857142855,0.0,3,4,13,13,1,0,11,11,15,9,28,12,0.5357142857142857,0.75,10,22,0,0,9,8,0,0,0,0,11,8,1,0,0,0,home_team
22,12,0.45454545454545453,0.5833333333333334,13.827899833395847,20.847103541465177,4,0,19,4,0.8636363636363636,0.3333333333333333,16,12,6,0,0,0,317,594,0.6719242902208202,0.8265993265993266,18,10,14.409090909090908,49.5,15,7,0.6666666666666666,0.14285714285714285,8,4,12,4,0,0,15,15,12,5,16,13,0.75,0.38461538461538464,10,16,0,1,14,33,0,0,0,0,17,14,2,3,0,0,home_team
18,13,0.16666666666666666,0.3076923076923077,19.402956590478414,14.43945956122676,1,2,8,9,0.4444444444444444,0.6923076923076923,17,9,1,4,0,0,482,609,0.8091286307053942,0.812807881773399,11,11,26.77777777777778,46.84615384615385,15,11,0.3333333333333333,0.36363636363636365,6,8,8,9,0,0,31,16,12,22,22,36,0.5454545454545454,0.6111111111111112,12,11,1,0,30,19,0,0,0,0,14,18,2,1,0,0,away_team
10,16,0.3,0.3125,23.036381347816285,17.628668428448528,0,2,3,10,0.3,0.625,10,16,0,0,0,0,325,758,0.6861538461538461,0.8707124010554089,6,9,32.5,47.375,5,10,0.0,0.3,0,6,11,8,0,0,23,12,16,9,32,13,0.5,0.6923076923076923,17,18,0,0,20,27,0,0,0,0,11,10,3,1,0,0,draw
9,12,0.1111111111111111,0.5,7.021395872616778,18.449391312765705,2,1,5,8,0.5555555555555556,0.6666666666666666,8,10,1,2,0,0,472,407,0.7733050847457628,0.7125307125307125,3,10,52.44444444444444,33.916666666666664,24,11,0.16666666666666666,0.18181818181818182,3,6,5,5,0,0,17,10,14,13,19,24,0.7368421052631579,0.5416666666666666,15,16,0,0,45,32,0,0,1,0,20,21,4,5,0,0,draw
11,7,0.18181818181818182,0.2857142857142857,19.43827822980811,14.011929556620967,1,1,4,3,0.36363636363636365,0.42857142857142855,9,6,2,1,0,0,393,489,0.6997455470737913,0.7811860940695297,7,7,35.72727272727273,69.85714285714286,8,8,0.125,0.0,6,1,8,8,0,0,12,30,15,10,23,15,0.6521739130434783,0.6666666666666666,7,24,0,0,21,28,0,0,0,0,14,12,2,3,1,0,draw
8,9,0.5,0.2222222222222222,21.124772437716466,17.690546998163725,1,3,3,4,0.375,0.4444444444444444,8,8,0,1,0,0,393,533,0.6743002544529262,0.7485928705440901,5,5,49.125,59.22222222222222,10,22,0.1,0.2727272727272727,6,2,14,6,0,0,17,20,13,13,21,21,0.6190476190476191,0.6190476190476191,12,9,1,0,19,12,0,0,0,0,17,24,2,3,0,0,draw
28,5,0.21428571428571427,0.2,16.23490160608246,16.385664466233887,3,1,17,1,0.6071428571428571,0.2,20,5,8,0,0,0,510,331,0.7470588235294118,0.6797583081570997,16,4,18.214285714285715,66.2,18,0,0.4444444444444444,0.0,8,0,8,8,1,0,9,27,13,13,21,26,0.6190476190476191,0.5,13,19,0,0,14,44,0,0,0,1,8,13,5,5,0,1,draw
13,15,0.23076923076923078,0.26666666666666666,18.17100418919459,13.062478201882397,1,1,7,7,0.5384615384615384,0.4666666666666667,11,13,2,2,0,0,420,401,0.6476190476190476,0.5985037406483791,10,13,32.30769230769231,26.733333333333334,20,12,0.3,0.5,6,7,13,6,0,0,28,23,11,12,22,27,0.5,0.4444444444444444,16,18,1,0,29,31,0,0,1,1,14,13,1,2,0,0,away_team
19,12,0.42105263157894735,0.3333333333333333,25.115283835819433,15.806460928908546,0,2,7,7,0.3684210526315789,0.5833333333333334,18,12,1,0,0,0,727,345,0.8734525447042641,0.7420289855072464,14,11,38.26315789473684,28.75,20,6,0.25,0.5,6,2,5,7,0,0,13,18,7,14,8,23,0.875,0.6086956521739131,6,15,0,0,20,36,0,0,1,0,12,15,0,2,0,0,draw
14,6,0.2857142857142857,0.16666666666666666,13.742229643609889,14.752626884728024,4,1,8,2,0.5714285714285714,0.3333333333333333,13,5,1,1,0,0,445,418,0.6831460674157304,0.6961722488038278,8,4,31.785714285714285,69.66666666666667,19,10,0.3157894736842105,0.1,9,2,17,19,0,0,17,29,13,17,17,27,0.7647058823529411,0.6296296296296297,21,17,0,0,5,28,0,1,0,0,18,14,4,4,1,1,draw
8,10,0.5,0.5,19.399144951003983,17.693527238514243,0,2,2,3,0.25,0.3,6,8,2,2,0,0,506,569,0.7391304347826086,0.7451669595782073,5,4,63.25,56.9,11,9,0.09090909090909091,0.2222222222222222,3,6,6,12,1,0,24,19,13,17,22,26,0.5909090909090909,0.6538461538461539,14,14,1,0,19,21,0,0,0,0,27,20,1,1,0,0,home_team
15,6,0.2,0.3333333333333333,17.49441018469417,10.759444757398551,1,0,7,5,0.4666666666666667,0.8333333333333334,15,3,0,3,0,0,466,424,0.7467811158798283,0.6957547169811321,13,5,31.066666666666666,70.66666666666667,6,11,0.5,0.36363636363636365,4,9,10,7,0,0,15,18,12,13,18,19,0.6666666666666666,0.6842105263157895,15,25,0,0,16,4,0,0,0,0,6,14,5,2,0,0,home_team
7,8,0.5714285714285714,0.375,18.24245366556114,19.504706627872824,0,2,6,4,0.8571428571428571,0.5,5,7,2,1,0,0,458,470,0.6986899563318777,0.6978723404255319,5,6,65.42857142857143,58.75,19,7,0.21052631578947367,0.14285714285714285,2,1,22,8,0,0,19,14,11,12,19,24,0.5789473684210527,0.5,28,29,0,0,15,15,0,0,0,0,22,24,2,2,0,0,away_team
7,20,0.42857142857142855,0.05,23.504320540549177,19.66367208839692,1,1,2,15,0.2857142857142857,0.75,7,16,0,4,0,0,374,701,0.7058823529411765,0.818830242510699,6,17,53.42857142857143,35.05,2,30,0.0,0.3333333333333333,3,9,16,16,0,1,29,9,5,6,14,11,0.35714285714285715,0.5454545454545454,12,11,0,0,34,7,0,0,0,1,11,12,2,2,0,0,home_team
18,4,0.3888888888888889,0.25,18.529057390149497,27.47107569790451,2,0,7,0,0.3888888888888889,0.0,16,4,2,0,0,0,684,280,0.7997076023391813,0.6428571428571429,13,1,38.0,70.0,30,8,0.2,0.0,3,1,13,18,0,0,6,21,18,11,26,17,0.6923076923076923,0.6470588235294118,13,12,0,0,7,32,0,1,0,0,8,8,3,4,0,0,home_team
9,10,0.5555555555555556,0.6,18.025534993920026,16.093937676813063,0,2,7,7,0.7777777777777778,0.7,6,8,3,2,0,0,375,603,0.7013333333333334,0.8092868988391376,9,9,41.666666666666664,60.3,8,9,0.375,0.2222222222222222,5,5,9,8,0,0,25,13,10,12,17,22,0.5882352941176471,0.5454545454545454,18,13,0,0,5,19,0,0,1,0,13,10,3,3,0,0,draw
16,8,0.25,0.25,19.038621015479542,33.799482927905785,1,0,10,4,0.625,0.5,15,5,1,3,0,0,681,373,0.7958883994126285,0.6327077747989276,12,6,42.5625,46.625,9,10,0.1111111111111111,0.4,2,2,3,7,0,0,13,17,11,18,16,37,0.6875,0.4864864864864865,13,12,0,0,7,33,0,0,2,0,17,12,3,0,0,0,home_team
30,9,0.5,0.4444444444444444,13.994342037320829,16.375461159412403,9,1,24,6,0.8,0.6666666666666666,25,7,5,2,0,0,494,501,0.868421052631579,0.844311377245509,22,6,16.466666666666665,55.666666666666664,21,10,0.42857142857142855,0.2,10,4,11,7,1,0,9,21,15,6,25,12,0.6,0.5,14,17,0,0,8,12,0,1,0,0,11,8,1,4,0,1,home_team
12,9,0.5833333333333334,0.3333333333333333,15.96141095245732,26.03500432952192,1,0,6,3,0.5,0.3333333333333333,11,9,1,0,0,0,570,364,0.7947368421052632,0.6978021978021978,8,5,47.5,40.44444444444444,20,4,0.25,0.25,5,1,14,15,0,0,18,18,19,10,30,18,0.6333333333333333,0.5555555555555556,16,25,0,0,16,25,0,0,0,0,18,13,2,6,0,0,draw
6,17,0.3333333333333333,0.5882352941176471,16.71915372397911,17.330424522180575,1,3,3,12,0.5,0.7058823529411765,5,17,1,0,0,0,234,810,0.6495726495726496,0.8987654320987655,6,14,39.0,47.64705882352941,1,7,0.0,0.0,1,4,12,4,0,0,18,13,12,13,25,17,0.48,0.7647058823529411,15,11,0,0,33,10,1,0,0,0,7,10,2,1,0,0,away_team
19,6,0.3684210526315789,0.16666666666666666,10.952045994906552,15.608331108738046,2,0,15,4,0.7894736842105263,0.6666666666666666,13,5,6,1,0,0,487,425,0.7145790554414785,0.7552941176470588,15,6,25.63157894736842,70.83333333333333,16,5,0.5,0.0,10,3,10,11,0,0,18,22,15,8,23,17,0.6521739130434783,0.47058823529411764,18,21,0,0,12,28,0,0,1,0,11,18,0,5,0,0,home_team
17,7,0.11764705882352941,0.7142857142857143,11.945443224200185,18.291210206230488,1,1,10,3,0.5882352941176471,0.42857142857142855,13,7,4,0,0,0,717,384,0.8158995815899581,0.7109375,11,7,42.1764705882353,54.857142857142854,22,5,0.2727272727272727,0.0,9,1,7,14,0,0,7,26,9,16,10,22,0.9,0.7272727272727273,15,22,0,0,3,33,0,0,0,0,14,16,2,1,0,0,away_team
11,10,0.09090909090909091,0.3,15.033628969746465,10.912784801544499,0,3,4,5,0.36363636363636365,0.5,10,10,1,0,0,0,451,460,0.720620842572062,0.7456521739130435,6,6,41.0,46.0,13,3,0.23076923076923078,0.0,9,3,8,18,0,0,17,29,20,15,26,33,0.7692307692307693,0.45454545454545453,18,14,0,0,7,24,0,0,0,0,21,14,4,2,0,0,away_team
13,9,0.23076923076923078,0.4444444444444444,14.69837683914956,11.775556755462544,3,2,9,5,0.6923076923076923,0.5555555555555556,10,6,3,3,0,0,449,487,0.734966592427617,0.7474332648870636,9,6,34.53846153846154,54.111111111111114,13,7,0.38461538461538464,0.2857142857142857,7,4,14,17,0,0,19,17,17,10,19,12,0.8947368421052632,0.8333333333333334,32,24,0,1,13,7,0,0,0,1,10,9,4,4,0,0,home_team
17,6,0.23529411764705882,0.5,14.9274263902447,24.55351518980446,1,1,8,2,0.47058823529411764,0.3333333333333333,16,6,1,0,0,0,577,390,0.75736568457539,0.6615384615384615,9,3,33.94117647058823,65.0,16,7,0.125,0.2857142857142857,4,1,11,13,0,0,20,21,16,23,20,30,0.8,0.7666666666666667,10,18,1,0,11,35,0,0,0,0,14,18,3,6,0,0,home_team
13,9,0.0,0.2222222222222222,120.0,15.1027363032975,0,1,4,8,0.3076923076923077,0.8888888888888888,12,8,1,1,0,0,343,401,0.6880466472303207,0.6807980049875312,9,7,26.384615384615383,44.55555555555556,13,9,0.23076923076923078,0.0,8,8,14,8,0,0,19,18,10,17,20,22,0.5,0.7727272727272727,28,24,0,0,18,18,0,0,0,0,12,11,7,5,0,0,draw
14,13,0.21428571428571427,0.07692307692307693,14.559651010424426,12.734991166074673,1,0,7,8,0.5,0.6153846153846154,12,9,2,4,0,0,475,480,0.7115789473684211,0.7041666666666667,7,9,33.92857142857143,36.92307692307692,17,16,0.4117647058823529,0.5,9,8,20,15,0,0,31,20,11,14,20,24,0.55,0.5833333333333334,13,13,0,0,28,15,0,1,0,1,13,13,2,2,0,0,home_team
7,10,0.14285714285714285,0.6,26.288020085202316,15.606376103837233,0,3,2,7,0.2857142857142857,0.7,5,8,2,2,0,0,395,476,0.6379746835443038,0.7121848739495799,4,7,56.42857142857143,47.6,15,20,0.13333333333333333,0.25,6,5,10,8,0,0,22,13,4,9,10,18,0.4,0.5,25,13,0,0,19,32,0,0,0,1,6,17,7,5,0,0,away_team
9,6,0.3333333333333333,0.3333333333333333,24.4814102127628,21.268695922540275,0,1,1,5,0.1111111111111111,0.8333333333333334,9,5,0,1,0,0,462,438,0.7857142857142857,0.776255707762557,4,5,51.333333333333336,73.0,10,12,0.2,0.16666666666666666,3,6,9,22,0,1,20,10,11,5,17,9,0.6470588235294118,0.5555555555555556,24,21,2,0,20,12,0,0,0,0,17,16,1,3,0,0,home_team
23,13,0.5652173913043478,0.15384615384615385,16.454909772099704,20.409837086932313,3,0,16,6,0.6956521739130435,0.46153846153846156,18,10,5,3,0,0,544,544,0.8125,0.8474264705882353,16,8,23.652173913043477,41.84615384615385,21,12,0.23809523809523808,0.3333333333333333,13,2,12,5,0,0,12,20,12,8,16,16,0.8125,0.5,13,10,0,0,14,18,0,2,0,0,5,11,1,4,0,0,home_team
10,19,0.3,0.3157894736842105,24.824032461810912,15.275251638614614,0,3,6,15,0.6,0.7894736842105263,8,13,2,6,0,0,496,357,0.7419354838709677,0.6610644257703081,7,17,49.6,18.789473684210527,8,7,0.375,0.5714285714285714,3,8,8,8,0,0,23,23,9,12,12,15,0.75,0.8,16,15,0,0,36,36,0,0,1,0,20,24,3,3,0,0,away_team
16,12,0.625,0.08333333333333333,18.514378827528,16.548715962273324,4,1,11,6,0.6875,0.5,14,11,2,1,0,0,457,588,0.7680525164113785,0.8367346938775511,12,6,28.5625,49.0,20,14,0.15,0.21428571428571427,5,6,12,12,0,0,21,15,20,8,32,13,0.625,0.6153846153846154,18,21,0,0,15,13,0,0,0,0,10,12,3,3,0,0,home_team
15,6,0.3333333333333333,0.0,18.81212965277262,120.0,1,0,8,5,0.5333333333333333,0.8333333333333334,15,6,0,0,0,0,419,361,0.6563245823389021,0.5872576177285319,7,5,27.933333333333334,60.166666666666664,12,20,0.25,0.2,5,7,12,8,0,0,21,25,18,9,24,16,0.75,0.5625,20,16,0,1,27,15,0,0,0,0,19,19,3,3,0,0,home_team
16,13,0.375,0.3076923076923077,11.615970675824753,22.8325191856127,6,1,12,6,0.75,0.46153846153846156,15,10,1,3,0,0,610,362,0.8344262295081967,0.7292817679558011,10,10,38.125,27.846153846153847,6,7,0.16666666666666666,0.0,2,3,1,6,0,0,12,19,6,7,17,9,0.35294117647058826,0.7777777777777778,17,24,0,0,7,27,0,1,0,0,10,6,1,3,0,0,home_team
7,13,0.2857142857142857,0.38461538461538464,19.702724121127055,19.528555745018068,0,2,4,5,0.5714285714285714,0.38461538461538464,6,12,1,1,0,0,648,351,0.7947530864197531,0.6581196581196581,5,9,92.57142857142857,27.0,11,7,0.2727272727272727,0.14285714285714285,3,3,14,17,1,0,14,23,17,20,21,34,0.8095238095238095,0.5882352941176471,14,14,0,0,18,12,0,0,0,0,16,18,3,4,0,0,away_team
14,10,0.35714285714285715,0.3,15.574909997485374,24.2051480086156,0,0,11,3,0.7857142857142857,0.3,13,10,1,0,0,0,443,425,0.7178329571106095,0.6988235294117647,7,7,31.642857142857142,42.5,14,15,0.35714285714285715,0.06666666666666667,9,2,16,13,0,0,12,21,10,8,12,19,0.8333333333333334,0.42105263157894735,13,11,0,0,22,22,0,0,0,1,19,14,3,1,0,0,draw
7,12,0.5714285714285714,0.4166666666666667,12.212262183715492,22.56198939103997,2,1,6,5,0.8571428571428571,0.4166666666666667,7,11,0,1,0,0,570,342,0.7736842105263158,0.7134502923976608,6,6,81.42857142857143,28.5,14,5,0.2857142857142857,0.2,4,4,1,10,0,0,15,22,9,8,18,20,0.5,0.4,6,28,1,0,11,36,0,1,0,0,17,14,2,7,0,0,home_team
13,15,0.38461538461538464,0.4666666666666667,17.043409147765907,17.19374969650113,1,1,5,9,0.38461538461538464,0.6,11,11,2,4,0,0,355,423,0.5887323943661972,0.6832151300236406,9,10,27.307692307692307,28.2,14,10,0.21428571428571427,0.4,7,7,3,1,0,0,16,16,10,10,19,15,0.5263157894736842,0.6666666666666666,18,18,0,0,17,18,0,0,0,0,9,10,3,3,0,0,draw
4,10,0.25,0.2,10.43551627855565,18.479227771088425,0,2,3,6,0.75,0.6,3,9,1,1,0,0,266,643,0.5939849624060151,0.838258164852255,3,6,66.5,64.3,6,10,0.16666666666666666,0.4,6,10,9,3,0,0,26,23,7,13,19,19,0.3684210526315789,0.6842105263157895,27,11,0,0,30,27,0,0,0,0,11,17,5,3,0,0,draw
11,6,0.5454545454545454,0.8333333333333334,10.400810863456206,15.775477789568765,2,2,9,4,0.8181818181818182,0.6666666666666666,4,4,6,2,1,0,549,371,0.7777777777777778,0.6900269541778976,9,6,49.90909090909091,61.833333333333336,21,8,0.47619047619047616,0.5,6,2,6,5,0,0,23,27,11,14,15,24,0.7333333333333333,0.5833333333333334,19,18,0,0,10,32,0,0,0,0,23,18,4,3,0,0,away_team
9,16,0.4444444444444444,0.375,19.298475679245357,13.593591155953069,1,4,4,12,0.4444444444444444,0.75,9,12,0,3,0,1,309,469,0.6601941747572816,0.7484008528784648,5,14,34.333333333333336,29.3125,8,17,0.25,0.29411764705882354,2,9,9,4,0,1,22,6,11,6,13,11,0.8461538461538461,0.5454545454545454,19,15,0,0,30,12,0,0,0,0,10,11,2,3,0,0,home_team
15,12,0.26666666666666666,0.4166666666666667,13.3467287946454,18.86392104997143,3,1,12,5,0.8,0.4166666666666667,10,10,5,2,0,0,406,592,0.6798029556650246,0.7972972972972973,8,9,27.066666666666666,49.333333333333336,15,9,0.26666666666666666,0.4444444444444444,5,5,13,7,0,1,13,16,18,11,30,16,0.6,0.6875,25,14,0,1,20,25,0,1,0,0,20,23,3,4,0,0,draw
11,6,0.36363636363636365,0.6666666666666666,20.61235822096855,16.45350683649069,2,2,4,4,0.36363636363636365,0.6666666666666666,9,6,2,0,0,0,540,463,0.7425925925925926,0.7170626349892009,9,5,49.09090909090909,77.16666666666667,13,7,0.23076923076923078,0.2857142857142857,9,3,12,9,0,0,17,16,12,7,20,15,0.6,0.4666666666666667,14,15,0,0,20,23,1,0,0,0,18,22,3,3,0,0,away_team
17,11,0.17647058823529413,0.18181818181818182,8.884054951224265,9.889331892828022,2,3,8,8,0.47058823529411764,0.7272727272727273,13,11,4,0,0,0,384,449,0.6901041666666666,0.7282850779510023,10,8,22.58823529411765,40.81818181818182,21,14,0.2857142857142857,0.14285714285714285,4,2,16,8,1,0,16,20,11,14,21,23,0.5238095238095238,0.6086956521739131,18,18,0,1,24,26,1,0,0,0,8,12,3,3,0,0,away_team
12,17,0.3333333333333333,0.23529411764705882,16.735425902714145,19.361158422166145,5,0,8,10,0.6666666666666666,0.5882352941176471,9,16,3,1,0,0,496,541,0.8366935483870968,0.8428835489833642,8,12,41.333333333333336,31.823529411764707,5,16,0.0,0.3125,4,7,8,15,1,0,16,13,8,16,14,22,0.5714285714285714,0.7272727272727273,19,18,0,0,19,18,0,1,0,0,11,9,1,1,0,1,draw
16,9,0.125,0.1111111111111111,14.662001127056332,22.64332131115045,1,0,11,4,0.6875,0.4444444444444444,12,9,4,0,0,0,551,430,0.7658802177858439,0.7534883720930232,12,2,34.4375,47.77777777777778,20,7,0.35,0.0,13,1,9,6,0,0,25,20,11,11,23,17,0.4782608695652174,0.6470588235294118,13,18,0,0,15,34,0,0,0,0,21,24,0,4,0,0,home_team
14,8,0.2857142857142857,0.125,9.599674360765054,25.1745903640953,3,2,11,3,0.7857142857142857,0.375,9,7,5,1,0,0,427,463,0.7213114754098361,0.7537796976241901,12,7,30.5,57.875,13,3,0.3076923076923077,0.0,5,2,7,24,0,0,19,16,16,12,24,21,0.6666666666666666,0.5714285714285714,23,11,0,0,8,23,0,1,0,0,16,8,4,2,0,1,home_team
7,12,0.5714285714285714,0.16666666666666666,18.871225585739978,13.71401570101273,1,0,5,8,0.7142857142857143,0.6666666666666666,5,11,2,1,0,0,504,548,0.7638888888888888,0.7408759124087592,7,7,72.0,45.666666666666664,6,24,0.5,0.125,3,9,13,23,0,1,22,18,11,8,14,14,0.7857142857142857,0.5714285714285714,18,14,0,1,33,6,0,0,0,0,14,11,4,2,0,0,home_team
17,8,0.4117647058823529,0.5,10.444921394528876,27.241853761932397,7,0,13,2,0.7647058823529411,0.25,17,8,0,0,0,0,691,358,0.8610709117221418,0.7597765363128491,11,4,40.64705882352941,44.75,8,9,0.125,0.1111111111111111,7,0,4,11,0,0,14,20,7,8,11,16,0.6363636363636364,0.5,15,20,1,0,17,27,0,0,0,0,17,20,1,4,0,0,home_team
24,10,0.2916666666666667,0.3,11.774503097159128,25.63884353323544,3,1,16,6,0.6666666666666666,0.6,20,10,3,0,1,0,500,493,0.75,0.7505070993914807,12,9,20.833333333333332,49.3,26,6,0.19230769230769232,0.16666666666666666,5,6,16,10,0,0,22,32,14,11,22,19,0.6363636363636364,0.5789473684210527,17,17,0,0,17,29,0,0,0,0,17,15,3,4,0,0,home_team
5,11,0.6,0.2727272727272727,17.307620000467615,14.489851216098627,1,3,2,8,0.4,0.7272727272727273,4,8,1,3,0,0,586,419,0.8276450511945392,0.7517899761336515,5,6,117.2,38.09090909090909,9,14,0.4444444444444444,0.35714285714285715,2,5,7,14,0,0,22,15,14,13,22,22,0.6363636363636364,0.5909090909090909,25,12,0,1,13,12,0,0,0,0,14,11,5,4,0,0,draw
20,7,0.35,0.5714285714285714,23.567110455870772,24.161676714537222,3,0,16,3,0.8,0.42857142857142855,16,6,4,1,0,0,474,420,0.7025316455696202,0.6833333333333333,15,4,23.7,60.0,21,11,0.2857142857142857,0.0,8,2,12,10,0,0,13,32,15,13,20,29,0.75,0.4482758620689655,15,17,0,0,8,25,0,1,2,1,9,14,3,2,0,0,home_team
4,12,1.0,0.3333333333333333,14.208346975868178,12.565853340859782,1,0,3,9,0.75,0.75,4,9,0,3,0,0,477,497,0.750524109014675,0.7645875251509054,3,7,119.25,41.416666666666664,4,18,0.0,0.16666666666666666,6,8,6,10,0,1,16,20,15,11,21,15,0.7142857142857143,0.7333333333333333,14,21,0,0,24,19,0,1,1,0,13,11,2,3,0,0,home_team
9,11,0.3333333333333333,0.18181818181818182,16.674115120978893,12.805727658266031,1,0,5,6,0.5555555555555556,0.5454545454545454,7,7,2,4,0,0,453,403,0.7373068432671082,0.7270471464019851,6,9,50.333333333333336,36.63636363636363,14,18,0.14285714285714285,0.2222222222222222,8,4,10,10,1,0,20,22,10,14,14,23,0.7142857142857143,0.6086956521739131,21,16,0,0,20,31,0,0,0,0,16,15,1,3,0,0,home_team
