total_shots_home,total_shots_away,shots_on_target_ratio_home,shots_on_target_ratio_away,average_shots_on_target_distance_home,average_shots_on_target_distance_away,shots_high_xG_home,shots_high_xG_away,shots_inside_area_home,shots_inside_area_away,shots_inside_area_ratio_home,shots_inside_area_ratio_away,shots_foot_home,shots_foot_away,shots_head_home,shots_head_away,shots_other_home,shots_other_away,total_passes_home,total_passes_away,pass_success_ratio_home,pass_success_ratio_away,key_passes_home,key_passes_away,passes_needed_to_make_a_shoot_home,passes_needed_to_make_a_shoot_away,crosses_home,crosses_away,cross_success_ratio_home,cross_success_ratio_away,corners_home,corners_away,interceptions_won_home,interceptions_won_away,recoveries_home,recoveries_away,blocks_home,blocks_away,duels_won_home,duels_won_away,tackles_home,tackles_away,tackles_success_ratio_home,tackles_success_ratio_away,fouls_committed_home,fouls_committed_away,50_50_won_home,50_50_won_away,clearances_home,clearances_away,penaltys_committed_home,penaltys_committed_away,key_errors_home,key_errors_away,miscontrols_home,miscontrols_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,pressures_home,pressures_away,counterpress_home,counterpress_away,pressures_in_attacking_third_home,pressures_in_attacking_third_away,offsides_home,offsides_away,dribbles_home,dribbles_away,dribbles_success_ratio_home,dribbles_success_ratio_away,injury_substitutions_home,injury_substitutions_away,players_off_home,players_off_away,dispossessed_home,dispossessed_away,counterattacks_home,counterattacks_away,possession_percentage_home,possession_percentage_away,recoveries_attacking_third_home,recoveries_attacking_third_away,recoveries_middle_third_home,recoveries_middle_third_away,recoveries_defensive_third_home,recoveries_defensive_third_away,shots_under_pressure_home,shots_under_pressure_away,shots_inside_area_under_pressure_home,shots_inside_area_under_pressure_away,passes_under_pressure_home,passes_under_pressure_away,passes_inside_area_under_pressure_home,passes_inside_area_under_pressure_away,set_piece_shots_home,set_piece_shots_away,set_piece_shots_inside_area_home,set_piece_shots_inside_area_away,set_piece_shots_on_target_ratio_home,set_piece_shots_on_target_ratio_away,substitutions_home,substitutions_away,tactical_substitutions_home,tactical_substitutions_away,tactical_changes_home,tactical_changes_away,formation_changes_home,formation_changes_away,last_3_matches_form_home,is_valid_last_3_matches_form_home,last_3_matches_form_away,is_valid_last_3_matches_form_away,win_rate_last_5_matches_home,is_valid_win_rate_last_5_matches_home,win_rate_last_5_matches_away,is_valid_win_rate_last_5_matches_away,win_last_home_match_home_team,is_valid_win_last_home_match_home_team,win_last_away_match_away_team,is_valid_win_last_away_match_away_team,goals_conceded_last_match_home,is_valid_goals_conceded_last_match_home,goals_conceded_last_match_away,is_valid_goals_conceded_last_match_away,goals_scored_last_match_home,is_valid_goals_scored_last_match_home,goals_scored_last_match_away,is_valid_goals_scored_last_match_away,std_shots_last_3_matches_home,is_valid_std_shots_last_3_matches_home,std_shots_last_3_matches_away,is_valid_std_shots_last_3_matches_away,winner_team
9,16,0.4444444444444444,0.25,30.864232489037633,20.636856405863895,0,1,5,6,0.5555555555555556,0.375,9,15,0,1,0,0,352,440,0.6789772727272727,0.7204545454545455,6,10,39.111111111111114,27.5,7,14,0.14285714285714285,0.14285714285714285,2,6,6,3,0,0,24,20,20,26,28,31,0.7142857142857143,0.8387096774193549,13,11,0,1,31,26,0,0,1,0,19,17,2,1,0,0,171,147,40,36,38,42,1,2,24,25,0.5,0.44,0,0,0,0,20,15,3,3,0.4690712043061514,0.5309287956938487,0,2,4,1,2,0,2,6,1,4,69,85,2,7,7,7,3,3,0.42857142857142855,0.2857142857142857,2,2,2,2,2,0,0,0,1,1,1,1,0.0,1,0.2,1,0,1,0,1,11,1,1,1,1,1,1,1,0.9428090415820634,1,2.160246899469287,1,away_team
8,15,0.375,0.5333333333333333,13.468661003230343,12.06958545887118,1,4,6,13,0.75,0.8666666666666667,7,13,1,2,0,0,409,708,0.7212713936430318,0.8248587570621468,4,11,51.125,47.2,8,26,0.0,0.3076923076923077,3,5,12,2,0,0,21,26,18,15,32,21,0.5625,0.7142857142857143,9,7,0,0,35,8,1,0,0,0,16,24,1,0,0,0,257,150,44,57,74,63,1,0,21,25,0.47619047619047616,0.6,0,1,0,0,12,23,3,2,0.28678807151712793,0.7132119284828722,1,0,5,0,6,2,3,1,3,1,87,161,1,10,5,7,4,7,0.4,0.7142857142857143,3,1,3,0,1,2,0,0,6,1,9,1,0.6,1,1.0,1,1,1,1,1,3,1,0,1,1,1,3,1,6.377042156569663,1,9.741092797468305,1,away_team
26,9,0.46153846153846156,0.3333333333333333,14.435238561435852,16.88775478073695,4,0,16,4,0.6153846153846154,0.4444444444444444,23,8,3,1,0,0,556,401,0.8219424460431655,0.743142144638404,22,6,21.384615384615383,44.55555555555556,16,8,0.25,0.0,12,4,11,3,0,0,18,24,15,13,24,19,0.625,0.6842105263157895,8,8,0,0,18,25,0,0,0,0,7,11,0,1,0,0,144,158,31,31,46,41,3,0,25,22,0.68,0.6818181818181818,0,0,0,0,12,19,2,2,0.6256220954910624,0.3743779045089375,4,0,6,1,1,2,6,1,3,1,104,71,4,1,17,4,11,2,0.4117647058823529,0.75,3,1,3,1,0,0,0,0,6,1,1,1,0.6,1,0.2,1,1,1,0,1,2,1,1,1,1,1,0,1,2.0548046676563256,1,6.548960901462833,1,home_team
24,9,0.25,0.4444444444444444,7.517310177910914,19.757391304098125,6,0,15,5,0.625,0.5555555555555556,19,9,5,0,0,0,433,352,0.6836027713625866,0.6420454545454546,18,6,18.041666666666668,39.111111111111114,13,9,0.3076923076923077,0.3333333333333333,8,6,9,3,0,0,17,36,11,5,21,14,0.5238095238095238,0.35714285714285715,17,12,0,0,37,53,0,0,0,2,23,17,4,1,0,0,123,131,31,20,28,21,0,0,14,24,0.9285714285714286,0.4583333333333333,1,1,0,0,13,11,5,4,0.6026075813863795,0.3973924186136205,2,0,4,2,3,1,4,1,3,1,58,45,7,2,18,8,11,4,0.2222222222222222,0.375,1,3,0,2,1,1,1,0,4,1,4,1,0.2,1,0.4,1,0,1,0,1,3,1,0,1,0,1,1,1,2.160246899469287,1,1.699673171197595,1,home_team
9,18,0.7777777777777778,0.2222222222222222,22.993263953640206,12.233686539705078,0,7,4,13,0.4444444444444444,0.7222222222222222,8,10,1,8,0,0,294,544,0.5612244897959183,0.7297794117647058,2,9,32.666666666666664,30.22222222222222,9,26,0.0,0.38461538461538464,2,3,5,6,0,1,28,18,19,17,27,23,0.7037037037037037,0.7391304347826086,12,13,2,1,59,38,0,0,0,0,16,17,3,2,0,0,234,185,40,63,40,77,2,0,24,26,0.5833333333333334,0.5384615384615384,0,0,0,0,13,16,2,2,0.324012621306798,0.6759873786932019,0,2,4,2,1,3,3,5,1,4,83,135,1,3,8,14,4,11,0.875,0.21428571428571427,3,3,3,3,0,1,0,0,1,1,9,1,0.0,1,1.0,1,0,1,1,1,1,1,1,1,1,1,2,1,3.858612300930075,1,5.90668171555645,1,draw
25,4,0.36,0.5,21.297917635885067,18.84615766084099,2,0,16,1,0.64,0.25,23,4,2,0,0,0,644,237,0.8059006211180124,0.540084388185654,16,3,25.76,59.25,26,1,0.19230769230769232,0.0,9,2,1,4,0,0,10,25,8,16,14,25,0.5714285714285714,0.64,6,14,0,0,14,45,0,0,0,0,13,11,3,3,0,0,111,184,34,22,43,14,1,2,14,6,0.42857142857142855,0.6666666666666666,0,0,0,0,18,12,1,1,0.7686804568504834,0.23131954314951658,0,0,1,2,0,2,5,0,4,0,107,45,5,0,19,3,12,1,0.3684210526315789,0.3333333333333333,3,2,3,2,0,1,0,0,6,1,0,1,0.6,1,0.0,1,1,1,0,1,1,1,2,1,3,1,0,1,2.8674417556808756,1,0.9428090415820634,1,away_team
29,6,0.3793103448275862,0.6666666666666666,12.278058965842781,23.814107636214075,8,1,19,3,0.6551724137931034,0.5,24,6,5,0,0,0,583,281,0.7495711835334476,0.498220640569395,11,3,20.103448275862068,46.833333333333336,19,7,0.10526315789473684,0.42857142857142855,7,1,3,9,0,0,11,23,10,8,16,11,0.625,0.7272727272727273,3,9,0,0,21,33,0,0,0,0,16,14,0,1,0,1,106,98,32,25,31,31,2,2,8,13,0.625,0.5384615384615384,0,0,0,0,8,10,3,3,0.7131921259802498,0.2868078740197503,0,0,1,4,2,5,8,3,7,2,62,69,1,3,14,3,9,2,0.35714285714285715,0.6666666666666666,3,3,3,3,0,1,0,0,7,1,4,1,0.8,1,0.4,1,1,1,0,1,1,1,1,1,1,1,3,1,5.0990195135927845,1,2.160246899469287,1,home_team
6,15,0.3333333333333333,0.13333333333333333,21.263247941863693,15.537737743308103,1,2,1,8,0.16666666666666666,0.5333333333333333,6,14,0,1,0,0,296,480,0.5506756756756757,0.7020833333333333,3,9,49.333333333333336,32.0,4,14,0.5,0.14285714285714285,4,6,8,3,0,0,24,19,10,7,17,10,0.5882352941176471,0.7,10,11,0,0,47,26,0,0,1,0,8,11,2,2,0,0,200,110,31,31,25,30,1,4,12,24,0.5833333333333334,0.6666666666666666,0,0,0,0,5,10,6,6,0.3326485322848754,0.6673514677151245,1,0,3,2,4,1,0,4,0,2,40,91,2,2,3,11,1,7,0.6666666666666666,0.0,2,1,2,1,0,0,0,0,1,1,2,1,0.2,1,0.0,1,0,1,0,1,5,1,1,1,0,1,1,1,3.858612300930075,1,2.0548046676563256,1,home_team
9,29,0.4444444444444444,0.5172413793103449,22.24543851783283,13.593613015464479,2,8,3,26,0.3333333333333333,0.896551724137931,9,23,0,6,0,0,364,633,0.7417582417582418,0.8451816745655608,6,25,40.44444444444444,21.82758620689655,5,24,0.2,0.4583333333333333,0,10,9,12,0,0,13,9,13,14,24,22,0.5416666666666666,0.6363636363636364,13,8,1,0,31,8,0,1,0,0,9,8,1,1,0,0,149,156,25,44,23,62,0,2,17,18,0.23529411764705882,0.6111111111111112,0,0,0,0,10,19,2,4,0.344566638720117,0.6554333612798829,0,3,3,6,6,3,1,3,0,3,71,87,1,3,4,9,0,9,0.0,0.4444444444444444,3,3,3,3,2,0,2,0,4,1,6,1,0.2,1,0.8,1,1,1,0,1,3,1,0,1,1,1,5,1,1.699673171197595,1,6.182412330330469,1,away_team
12,6,0.5833333333333334,0.6666666666666666,13.626423553228717,22.485621028360303,5,1,10,2,0.8333333333333334,0.3333333333333333,10,6,2,0,0,0,725,376,0.8427586206896551,0.726063829787234,9,3,60.416666666666664,62.666666666666664,14,6,0.14285714285714285,0.0,7,6,7,11,0,0,16,21,17,18,22,28,0.7727272727272727,0.6428571428571429,9,6,0,1,23,28,0,0,1,0,18,16,0,0,0,0,201,233,52,45,59,50,3,1,31,25,0.6129032258064516,0.6,0,0,0,0,19,14,0,0,0.6351787930322886,0.3648212069677114,2,0,2,6,3,5,1,1,1,0,144,35,4,2,4,3,3,1,0.75,0.3333333333333333,1,3,1,3,0,0,0,0,9,1,4,1,1.0,1,0.4,1,1,1,1,1,1,1,0,1,3,1,2,1,10.208928554075703,1,3.265986323710904,1,home_team
3,14,0.0,0.35714285714285715,120.0,12.68373658814052,0,3,2,13,0.6666666666666666,0.9285714285714286,2,14,1,0,0,0,383,740,0.7075718015665796,0.8648648648648649,1,10,127.66666666666667,52.857142857142854,5,7,0.2,0.5714285714285714,1,3,14,3,0,2,15,15,12,8,16,18,0.75,0.4444444444444444,7,12,0,1,19,13,0,0,1,0,14,18,0,1,0,0,207,166,24,42,43,52,2,3,12,19,0.5833333333333334,0.631578947368421,0,0,0,0,14,9,3,3,0.3447257291155067,0.6552742708844932,0,3,10,1,4,1,2,4,2,4,29,88,1,4,3,3,2,3,0.0,0.6666666666666666,3,3,3,3,0,2,0,1,3,1,9,1,0.2,1,1.0,1,1,1,1,1,0,1,0,1,1,1,2,1,5.0990195135927845,1,1.4142135623730951,1,away_team
21,9,0.3333333333333333,0.2222222222222222,15.494989695574333,13.599879128013672,3,1,11,7,0.5238095238095238,0.7777777777777778,18,6,3,3,0,0,335,422,0.6746268656716418,0.6824644549763034,12,7,15.952380952380953,46.888888888888886,16,9,0.25,0.5555555555555556,4,2,26,2,0,0,20,18,18,9,26,10,0.6923076923076923,0.9,14,14,0,1,58,20,0,0,0,1,15,24,2,3,0,0,164,71,34,19,37,21,5,0,10,18,0.6,0.5555555555555556,1,0,0,0,7,18,2,2,0.40719830304238674,0.5928016969576132,6,0,13,1,7,1,0,1,0,1,27,72,0,1,11,8,7,6,0.36363636363636365,0.25,3,3,2,3,5,0,0,0,3,1,4,1,0.2,1,0.2,1,0,1,0,1,4,1,1,1,1,1,1,1,0.4714045207910317,1,2.357022603955158,1,home_team
28,6,0.5,0.6666666666666666,11.452446187422634,17.6088343203388,7,0,22,4,0.7857142857142857,0.6666666666666666,19,5,9,1,0,0,727,263,0.8349381017881705,0.5665399239543726,24,2,25.964285714285715,43.833333333333336,31,2,0.3225806451612903,0.0,11,0,1,0,0,0,13,24,7,5,13,6,0.5384615384615384,0.8333333333333334,9,5,2,0,20,48,0,0,0,0,22,15,2,1,0,0,132,106,43,15,51,13,5,0,11,8,0.45454545454545453,0.5,0,0,0,0,2,9,4,4,0.7027354187734118,0.29726458122658816,0,0,0,0,1,0,5,5,3,4,74,73,6,1,14,4,10,4,0.42857142857142855,0.75,3,1,3,1,3,0,0,0,7,1,3,1,0.8,1,0.2,1,1,1,1,1,1,1,0,1,3,1,1,1,4.784233364802441,1,2.0548046676563256,1,home_team
16,11,0.5,0.2727272727272727,21.05667597102296,17.688326894959385,2,0,6,9,0.375,0.8181818181818182,15,10,1,1,0,0,516,384,0.689922480620155,0.5989583333333334,14,8,32.25,34.90909090909091,7,8,0.42857142857142855,0.25,5,3,2,13,0,0,34,23,28,26,37,32,0.7567567567567568,0.8125,9,13,1,0,23,27,0,0,0,0,15,20,1,1,0,0,184,277,63,80,47,76,6,2,23,24,0.6521739130434783,0.625,0,0,0,0,25,29,5,4,0.5508614391463529,0.449138560853647,1,0,0,7,1,6,5,2,2,2,188,107,4,2,6,8,2,7,0.6666666666666666,0.25,3,2,3,2,0,0,0,0,3,1,4,1,0.4,1,0.2,1,1,1,0,1,3,1,2,1,1,1,0,1,7.586537784494029,1,4.109609335312651,1,home_team
24,5,0.25,0.2,15.58288860254273,30.263013729633737,2,0,20,1,0.8333333333333334,0.2,23,4,1,1,0,0,618,506,0.8527508090614887,0.8280632411067194,19,3,25.75,101.2,16,5,0.625,0.2,9,3,1,3,0,0,19,10,13,13,16,18,0.8125,0.7222222222222222,5,8,0,0,8,26,0,0,0,6,11,17,1,2,0,0,125,226,15,50,42,60,3,0,21,12,0.5714285714285714,0.5833333333333334,0,0,0,0,9,11,4,4,0.6045124241285299,0.39548757587147004,0,0,0,1,1,2,10,2,10,0,153,59,4,1,9,1,8,0,0.1111111111111111,1.0,2,2,2,2,0,0,0,0,6,1,3,1,0.8,1,0.6,1,1,1,0,1,1,1,3,1,4,1,1,1,7.408703590297623,1,6.377042156569663,1,home_team
20,8,0.4,0.25,19.784117828085286,23.38418912789308,4,1,11,6,0.55,0.75,17,8,3,0,0,0,549,287,0.7723132969034608,0.6724738675958188,10,4,27.45,35.875,15,2,0.26666666666666666,0.5,8,0,2,5,1,1,24,30,14,7,16,16,0.875,0.4375,14,20,0,0,8,55,0,1,1,1,17,17,1,2,1,0,184,215,50,39,75,28,3,0,33,25,0.696969696969697,0.64,0,0,0,0,7,7,4,4,0.7066650086623414,0.29333499133765856,2,1,1,1,0,4,4,3,4,3,106,77,5,0,14,3,7,3,0.42857142857142855,0.0,3,3,3,3,1,4,0,0,3,1,3,1,0.4,1,0.4,1,0,1,0,1,1,1,1,1,0,1,2,1,5.557777333511022,1,5.656854249492381,1,home_team
8,17,0.25,0.23529411764705882,25.02159228549639,12.01563067325848,0,4,5,13,0.625,0.7647058823529411,6,12,2,5,0,0,441,615,0.7981859410430839,0.8406504065040651,6,15,55.125,36.1764705882353,4,11,0.5,0.45454545454545453,5,12,2,2,0,0,23,23,11,12,15,21,0.7333333333333333,0.5714285714285714,3,6,0,0,24,12,0,0,0,0,30,27,0,0,0,0,256,217,49,32,66,88,0,2,13,28,0.6153846153846154,0.75,0,0,0,0,17,8,2,2,0.43217536887277913,0.5678246311272208,1,0,1,2,0,0,3,2,2,2,123,60,0,2,5,11,4,8,0.4,0.2727272727272727,3,3,3,3,0,0,0,0,3,1,9,1,0.2,1,0.8,1,0,1,1,1,1,1,1,1,0,1,3,1,4.08248290463863,1,2.0548046676563256,1,away_team
10,7,0.4,0.42857142857142855,26.436851148668442,18.36878391610057,2,1,6,5,0.6,0.7142857142857143,10,7,0,0,0,0,332,424,0.5120481927710844,0.660377358490566,5,5,33.2,60.57142857142857,9,12,0.3333333333333333,0.16666666666666666,1,5,6,6,1,1,21,25,26,15,35,22,0.7428571428571429,0.7272727272727273,12,13,0,0,39,35,1,0,0,0,18,15,1,2,0,0,137,148,24,57,37,46,5,3,24,25,0.5416666666666666,0.36,0,0,0,0,11,21,3,3,0.4415380779633508,0.5584619220366492,1,0,2,5,4,2,2,0,1,0,90,74,2,4,4,4,1,3,0.25,0.25,2,3,2,3,0,2,0,0,0,1,6,1,0.4,1,0.4,1,0,1,0,1,3,1,0,1,1,1,1,1,1.699673171197595,1,7.363574011458175,1,home_team
9,15,0.4444444444444444,0.26666666666666666,18.277259930917992,15.783632240304756,1,4,4,11,0.4444444444444444,0.7333333333333333,8,10,1,5,0,0,526,420,0.7680608365019012,0.6976190476190476,6,12,58.44444444444444,28.0,16,13,0.125,0.5384615384615384,4,4,4,4,0,0,24,19,12,14,24,21,0.5,0.6666666666666666,10,13,0,0,25,28,0,0,0,0,13,11,2,1,0,0,171,216,38,40,35,59,1,2,17,15,0.6470588235294118,0.8,0,0,0,0,16,23,1,1,0.517809448147273,0.482190551852727,0,2,0,1,4,1,2,5,1,4,130,81,3,1,7,8,3,5,0.42857142857142855,0.25,2,2,2,2,0,0,0,0,9,1,7,1,1.0,1,0.8,1,1,1,0,1,0,1,1,1,4,1,6,1,1.247219128924647,1,4.96655480858378,1,away_team
10,15,0.4,0.4666666666666667,13.902479092492829,18.89180457285081,2,5,7,9,0.7,0.6,9,13,1,2,0,0,442,383,0.748868778280543,0.6553524804177546,9,11,44.2,25.533333333333335,8,13,0.375,0.15384615384615385,2,7,3,11,0,0,22,24,13,17,17,36,0.7647058823529411,0.4722222222222222,8,15,0,0,34,23,0,0,1,0,16,17,1,2,0,0,109,191,40,35,41,44,1,3,31,15,0.3225806451612903,0.6666666666666666,0,0,0,0,19,12,4,4,0.5430515379441896,0.4569484620558106,0,1,0,5,3,5,8,4,5,2,99,58,1,3,9,7,6,3,0.3333333333333333,0.5714285714285714,3,2,3,2,2,1,0,0,4,1,3,1,0.2,1,0.2,1,1,1,0,1,2,1,4,1,1,1,0,1,2.357022603955158,1,2.449489742783178,1,home_team
11,15,0.5454545454545454,0.4666666666666667,12.14381121411846,24.964857543067787,3,1,8,8,0.7272727272727273,0.5333333333333333,10,14,1,1,0,0,353,349,0.623229461756374,0.6561604584527221,5,10,32.09090909090909,23.266666666666666,8,12,0.125,0.3333333333333333,5,6,4,2,0,0,15,19,11,15,17,21,0.6470588235294118,0.7142857142857143,13,9,0,0,27,47,0,1,3,1,16,11,1,1,0,0,142,155,40,34,27,42,1,2,16,19,0.9375,0.631578947368421,2,0,0,0,20,13,5,4,0.4845548268308249,0.515445173169175,0,0,1,2,3,0,7,5,6,4,80,74,0,2,4,7,3,3,0.5,0.42857142857142855,3,3,1,3,4,1,2,0,3,1,2,1,0.2,1,0.0,1,0,1,0,1,6,1,1,1,1,1,0,1,2.0548046676563256,1,2.6246692913372702,1,away_team
6,7,0.5,0.42857142857142855,15.731063500927291,22.05396515993729,3,1,4,4,0.6666666666666666,0.5714285714285714,4,7,2,0,0,0,430,326,0.686046511627907,0.5368098159509203,2,4,71.66666666666667,46.57142857142857,7,9,0.5714285714285714,0.3333333333333333,6,3,2,13,0,0,14,17,7,7,16,12,0.4375,0.5833333333333334,19,23,0,0,59,26,0,2,0,0,16,18,3,3,0,0,152,126,42,29,38,41,3,7,9,8,0.3333333333333333,0.75,0,0,0,0,7,14,2,2,0.5693563610415521,0.4306436389584481,0,1,1,4,1,8,0,2,0,1,39,87,0,2,4,3,2,2,0.25,0.3333333333333333,2,2,2,2,0,0,0,0,3,1,6,1,0.4,1,0.6,1,1,1,0,1,3,1,0,1,1,1,3,1,4.496912521077347,1,4.08248290463863,1,draw
21,3,0.5714285714285714,0.3333333333333333,12.48248032943002,21.752471123989576,6,0,15,1,0.7142857142857143,0.3333333333333333,17,3,4,0,0,0,411,416,0.7274939172749392,0.7451923076923077,13,2,19.571428571428573,138.66666666666666,15,14,0.4,0.14285714285714285,3,3,5,6,0,0,15,24,23,9,30,16,0.7666666666666667,0.5625,6,12,0,0,36,31,0,0,0,2,13,19,0,3,0,0,186,111,33,33,48,23,6,2,23,9,0.6086956521739131,0.5555555555555556,0,0,0,0,9,27,6,5,0.5295258802944296,0.4704741197055703,1,0,3,4,1,2,5,1,5,1,67,126,2,1,10,2,7,1,0.6,0.5,3,3,3,3,1,0,0,0,9,1,4,1,0.8,1,0.4,1,1,1,0,1,1,1,1,1,4,1,2,1,6.377042156569663,1,2.160246899469287,1,home_team
8,15,0.375,0.4666666666666667,10.245977366758796,14.10741027928187,0,2,6,10,0.75,0.6666666666666666,6,14,2,1,0,0,425,633,0.7764705882352941,0.8230647709320695,6,9,53.125,42.2,11,8,0.36363636363636365,0.125,1,5,14,1,0,0,11,18,11,14,17,20,0.6470588235294118,0.7,11,8,1,0,32,13,0,0,0,0,12,15,1,4,0,0,260,153,31,43,58,43,4,0,13,14,0.5384615384615384,0.42857142857142855,0,0,0,0,15,11,1,1,0.3330327439343903,0.6669672560656097,1,0,6,0,7,1,2,6,1,5,79,181,2,5,5,10,4,7,0.4,0.3,1,0,1,0,0,0,0,0,9,1,6,1,0.8,1,0.8,1,1,1,1,1,0,1,4,1,2,1,1,1,4.9216076867444665,1,2.0548046676563256,1,home_team
8,11,0.375,0.2727272727272727,14.161404354774143,27.569180342969236,1,0,5,5,0.625,0.45454545454545453,7,9,1,2,0,0,353,485,0.6543909348441926,0.7422680412371134,7,6,44.125,44.09090909090909,6,13,0.3333333333333333,0.23076923076923078,2,5,3,2,0,0,27,15,19,8,28,11,0.6785714285714286,0.7272727272727273,10,17,1,0,41,37,0,0,1,0,24,18,4,2,0,0,203,129,32,33,43,44,0,1,6,12,1.0,0.5833333333333334,0,0,0,0,11,23,0,0,0.4157744364749729,0.5842255635250272,0,0,0,1,3,1,1,3,1,2,81,81,4,2,2,9,2,3,1.0,0.2222222222222222,2,3,2,3,0,1,0,0,3,1,3,1,0.2,1,0.4,1,0,1,0,1,2,1,1,1,1,1,3,1,5.0990195135927845,1,2.0548046676563256,1,home_team
16,4,0.4375,0.25,16.97731678666207,12.091732712891066,0,0,15,2,0.9375,0.5,14,3,2,1,0,0,638,437,0.8730407523510971,0.7940503432494279,15,3,39.875,109.25,15,8,0.5333333333333333,0.25,12,2,4,4,0,0,15,18,9,15,14,22,0.6428571428571429,0.6818181818181818,14,6,0,0,21,31,0,0,0,0,19,11,1,0,0,0,166,159,37,31,59,26,3,1,18,11,0.5,0.2727272727272727,0,0,0,0,14,9,1,1,0.5813867301036515,0.41861326989634845,2,0,2,0,0,4,3,1,3,1,101,109,4,0,10,3,10,2,0.4,0.3333333333333333,1,2,1,2,0,0,0,0,9,1,3,1,1.0,1,0.2,1,1,1,0,1,1,1,1,1,2,1,0,1,6.548960901462833,1,2.943920288775949,1,home_team
4,10,0.5,0.5,16.68978799572559,11.442179519299836,1,3,3,7,0.75,0.7,3,8,1,2,0,0,333,603,0.6816816816816816,0.7827529021558872,3,7,83.25,60.3,8,15,0.125,0.3333333333333333,3,2,3,3,0,0,19,10,21,15,32,25,0.65625,0.6,14,6,0,0,39,14,0,0,0,1,18,19,3,2,0,0,266,168,36,56,51,52,0,3,31,14,0.5161290322580645,0.35714285714285715,0,1,0,0,10,24,1,1,0.3844114499929641,0.6155885500070357,0,1,1,2,2,0,1,2,1,2,31,189,0,6,3,5,3,4,0.3333333333333333,0.4,3,2,3,1,1,1,0,0,4,1,3,1,0.2,1,0.6,1,0,1,0,1,0,1,2,1,1,1,1,1,2.8284271247461903,1,2.6246692913372702,1,away_team
15,4,0.26666666666666666,0.0,17.055174266463965,120.0,2,0,9,3,0.6,0.75,15,3,0,1,0,0,642,423,0.8115264797507789,0.7801418439716312,8,3,42.8,105.75,18,5,0.2222222222222222,0.4,9,1,3,2,0,1,19,24,16,14,24,25,0.6666666666666666,0.56,6,8,0,0,11,45,0,0,0,1,22,21,0,0,0,0,192,164,45,31,85,24,1,0,12,26,0.6666666666666666,0.5384615384615384,0,0,0,0,21,14,0,0,0.6021931403978745,0.3978068596021255,0,1,3,0,0,2,1,3,0,2,89,130,0,1,7,3,4,3,0.2857142857142857,0.0,3,2,3,2,0,0,0,0,9,1,0,1,0.8,1,0.2,1,1,1,0,1,0,1,2,1,8,1,0,1,5.312459150169742,1,2.0548046676563256,1,home_team
8,19,0.25,0.3157894736842105,21.473914927491727,19.58848877751063,1,4,5,9,0.625,0.47368421052631576,7,19,1,0,0,0,463,533,0.6781857451403888,0.6960600375234521,5,9,57.875,28.05263157894737,3,11,1.0,0.09090909090909091,3,1,5,9,0,1,29,32,9,10,16,15,0.5625,0.6666666666666666,11,19,0,0,35,12,0,0,0,0,22,23,1,2,1,0,176,227,46,55,31,85,2,0,23,30,0.6956521739130435,0.5333333333333333,0,0,0,0,10,3,4,3,0.46172602611503716,0.5382739738849628,1,1,1,6,3,3,1,1,1,0,158,116,3,3,5,7,2,3,0.2,0.42857142857142855,3,3,3,3,1,2,0,0,3,1,3,1,0.4,1,0.2,1,1,1,0,1,3,1,1,1,0,1,0,1,5.90668171555645,1,2.6246692913372702,1,draw
13,0,0.23076923076923078,0.0,12.365725218423629,120.0,4,0,10,0,0.7692307692307693,0.0,12,0,1,0,0,0,459,297,0.7167755991285403,0.5925925925925926,9,0,35.30769230769231,0.0,11,8,0.18181818181818182,0.125,4,1,4,2,0,0,18,27,6,13,12,25,0.5,0.56,11,14,1,0,45,58,0,0,0,1,21,24,2,2,0,0,120,120,37,19,33,25,7,2,13,7,0.38461538461538464,0.42857142857142855,1,0,0,0,18,10,3,3,0.6648126471316175,0.3351873528683825,0,1,3,0,1,1,3,0,3,0,59,66,2,0,6,0,4,0,0.16666666666666666,0.0,1,3,0,3,0,0,0,0,4,1,3,1,0.4,1,0.4,1,0,1,0,1,1,1,8,1,1,1,0,1,4.4969125210773475,1,3.0912061651652345,1,home_team
9,7,0.4444444444444444,0.5714285714285714,18.27243128101937,22.298584275610803,3,1,8,3,0.8888888888888888,0.42857142857142855,7,6,2,1,0,0,455,517,0.7098901098901099,0.7446808510638298,8,6,50.55555555555556,73.85714285714286,9,6,0.3333333333333333,0.16666666666666666,1,4,10,3,0,0,14,27,18,13,28,23,0.6428571428571429,0.5652173913043478,8,8,0,0,31,5,0,0,0,0,15,22,0,0,0,0,179,170,32,50,54,54,3,1,16,21,0.875,0.38095238095238093,1,0,0,0,21,16,1,1,0.45682223863970156,0.5431777613602985,0,2,7,1,3,0,3,3,3,2,72,97,1,1,8,4,7,2,0.5,0.25,2,2,1,2,0,0,0,0,3,1,4,1,0.4,1,0.4,1,1,1,0,1,0,1,1,1,1,1,1,1,4.921607686744467,1,7.586537784494029,1,draw
